"","Metabolite","Max_Correlation","mean_top5","min_top5","Lag","ci_lower","ci_upper","significant"
"35","343.17456/3.315",0.773219855161138,0.754296811041594,0.717369767205101,2,-0.263037038005833,0.275522220136176,TRUE
"36","Tyrosine",0.770061967413359,0.719665482950888,0.653031066503289,0,-0.276455252605875,0.278581966188177,TRUE
"37","Carboxyibuprofen",0.76994322853275,0.734137603944878,0.687961264631971,-1,-0.275020997610014,0.276863667430116,TRUE
"38","234.18319/5.271",0.768513259555132,0.743480671152793,0.700560329830207,0,-0.269334710490289,0.276473771356962,TRUE
"39","154.04667/1.163",0.767645586915236,0.750792618352841,0.72227390903824,24,-0.280326191429267,0.280676222520437,TRUE
"40","239.13695/2.807",0.767429159604724,0.750269356773501,0.72429782934238,25,-0.280025556047239,0.273323379252013,TRUE
"41","254.1631/7.531",0.76661038982235,0.717349109566023,0.667961390421995,0,-0.278697087240761,0.278108211676508,TRUE
"42","271.17845/6.301",0.75157351701282,0.714869735611994,0.675537065271654,0,-0.276284379602856,0.275441808854595,TRUE
"43","3-Acetyl-2,5-Dimethylfuran",0.751351415498268,0.711931873743671,0.663737693301083,0,-0.276736854223644,0.273054556581945,TRUE
"44","236.11376/3.671",0.742670167193543,0.723580790631872,0.695472402043283,25,-0.277932077852323,0.279601522290434,TRUE
"45","366.14305/7.896",0.741686998243441,0.728860304123409,0.702943967725037,0,-0.269352900015238,0.272496294065538,TRUE
"46","Dethiobiotin",0.739795847384888,0.72079580222568,0.692416940616005,25,-0.27917758839196,0.279005046234961,TRUE
"47","Dopamine",0.736302537201466,0.695546535400116,0.654946482201337,0,-0.274278926523074,0.275144194351454,TRUE
"48","280.13997/2.498",0.735113364254709,0.716481733120746,0.687762061917912,24,-0.283651481194575,0.278074751393543,TRUE
"49","Rhizocticin B",0.733626753543312,0.707339510329269,0.659469670174567,2,-0.26690399538934,0.275015262398818,TRUE
"50","266.13666/3.421",0.730148377928118,0.71653969070053,0.695545511521684,25,-0.279900257083362,0.277394082281879,TRUE
"51","269.16277/7.064",0.722292133553785,0.698463808012031,0.673374993044417,0,-0.277516588915093,0.273456349918115,TRUE
"52","Thiomorpholine-3-Carboxylic Acid",0.721283672622846,0.678423512599546,0.618080970358688,0,-0.28009401016871,0.286257067196378,TRUE
"53","Pyridoxal",0.721106454736508,0.694776387731909,0.674896884250159,-1,-0.279837796593937,0.275608540242171,TRUE
"54","483.29497/3.914",0.718060199290025,0.671162196015917,0.620485383907322,0,-0.274032542011136,0.277353047525978,TRUE
"55","491.21589/8.095",0.716104805692213,0.700240180539164,0.678316033672503,3,-0.264362612725361,0.27724872034081,TRUE
"56","370.17439/6.038",0.716068371950196,0.696988066063166,0.674416420300197,1,-0.264742397411879,0.274386827935715,TRUE
"57","183.19873/6.489",0.713805350266073,0.69959874889394,0.691764416867626,26,-0.278493868033632,0.277107649316343,TRUE
"58","Isopropyl Î-D-Galactopyranosid",0.713386086795891,0.691872038397366,0.6685346634251,-25,-0.276085183038187,0.280374898622206,TRUE
"59","Piracetam",0.709667489098143,0.676390129228819,0.642412104809719,-1,-0.275114503776667,0.280460628445178,TRUE
"60","252.19511/6.947",0.709439030648364,0.685939416145116,0.653055145669494,-26,-0.273017883018708,0.274334093019478,TRUE
"61","Fructoselysine 6-Phosphate",0.70908515318484,0.697537042786457,0.682633788993085,2,-0.268303165209372,0.273738839818651,TRUE
"62","N-Acetyl-L-Glutamine",0.708909728666676,0.697632283679336,0.684515582060251,23,-0.273229672077165,0.275948020707449,TRUE
"63","Np-020214",0.707651441824267,0.679279647581181,0.648409262707546,0,-0.270069312682097,0.274112554116875,TRUE
"64","240.0974/2.213",0.707381318360623,0.673645583895284,0.624314373573323,0,-0.275011175232714,0.273255925858802,TRUE
"65","Dodecanedioic Acid",0.704662554970811,0.647291107145465,0.57197744482449,-1,-0.277442004154953,0.273170387667811,TRUE
"66","182.10559/1.858",0.701829106478453,0.678763703749276,0.647100716821719,-1,-0.279719623187305,0.280412411687863,TRUE
"67","Pregabalin",0.700410214869987,0.647025271727076,0.599695042809569,1,-0.274008000328915,0.274564387842958,TRUE
"68","1,3-Dihydroxy-2-Propanyl (13z,16z)-13,16-Docosadienoate",0.70019003148405,0.657865673222181,0.617015885311945,0,-0.278314099047356,0.275417237847725,TRUE
"69","231.18348/4.514",0.698743370267644,0.668201595024872,0.634041949462104,0,-0.280268870572747,0.28110001300765,TRUE
"70","305.25669/11.937",0.696948549920319,0.665976606961007,0.628306515542249,0,-0.26883898735217,0.273786033053299,TRUE
"71","213.17293/4.514",0.692171872643143,0.666104269262615,0.646150446562339,-1,-0.280874625056528,0.281952046494162,TRUE
"72","Pirbuterol",0.69190024252199,0.652279590688979,0.602081104265695,0,-0.285003907403591,0.276496354979888,TRUE
"73","250.08181/3.969",0.69076616035051,0.671825699429486,0.63915681216233,24,-0.271012603922039,0.280734357882714,TRUE
"74","301.18901/5.611",0.690333526432853,0.661707943258665,0.622952907576718,0,-0.269947870496589,0.274459316193053,TRUE
"75","185.2144/6.52",0.687921777815561,0.679544385209232,0.666619857888121,-21,-0.27334522407741,0.282462554330989,TRUE
"76","277.18899/4.663",0.687684482308157,0.67139818233582,0.65097553928604,1,-0.280781922570582,0.277698139315773,TRUE
"77","306.10806/6.299",0.685986481506943,0.653373111672445,0.611962661448649,-25,-0.27203794084589,0.27324228029791,TRUE
"78","()-Selegilin",0.685169541714473,0.674746085487546,0.666342019596144,25,-0.275588611041667,0.279085584603586,TRUE
"79","271.17844/5.043",0.684235753480688,0.661818246087323,0.642755789446998,-25,-0.274573192187422,0.277222390352396,TRUE
"80","3-Oxo-C12-Hsl",0.68000280463437,0.641780156669435,0.606979235554702,0,-0.277509731450821,0.275255840582308,TRUE
"81","278.09196/11.829",0.677600406432716,0.645190872663821,0.602195483976316,1,-0.271695268765343,0.275390535215982,TRUE
"82","Cyclohexylamine",0.677144213139814,0.654861270429895,0.63468875787656,25,-0.271101040371985,0.274347928455876,TRUE
"83","278.07674/3.943",0.676902314938095,0.64733771439839,0.609888618832755,25,-0.273971852803057,0.275924317566099,TRUE
"84","2-Hydroxy-3-(2,3,4-Trimethoxyphenyl)Propanoic Acid",0.676902314938095,0.64733771439839,0.609888618832755,25,-0.273971852803057,0.275924317566099,TRUE
"85","D-Pantothenic Acid",0.676336127020757,0.645736377455075,0.61617810031547,-25,-0.27311787871328,0.279596447862844,TRUE
"86","282.16923/7.978",0.676081733201118,0.661251042875825,0.646722539119667,-26,-0.278001090174738,0.27860706850966,TRUE
"87","278.07673/3.627",0.676065807529969,0.652946293234854,0.619424354779082,24,-0.278516687798287,0.282376738766862,TRUE
"88","336.25271/6.795",0.675616614639755,0.631843321353597,0.564584363340272,-1,-0.278526656676374,0.275248703356952,TRUE
"89","P-Nitroacetophenone",0.675596790805151,0.658101025075574,0.648485327860863,0,-0.27739197190588,0.274237164077209,TRUE
"90","N,N-Dimethylaniline",0.675439313992499,0.65285459338704,0.622931805439389,-22,-0.275958625745653,0.280758943132711,TRUE
"91","304.09243/5.665",0.673714950397806,0.64625028497894,0.626940562656707,25,-0.275232205291348,0.277200773107312,TRUE
"92","327.16835/5.871",0.673273816181564,0.655814665338747,0.631699395047751,26,-0.275495481410049,0.275478068859009,TRUE
"93","248.10252/5.043",0.671695986073122,0.650252875766308,0.634854715757038,-25,-0.27424250221158,0.27423693482038,TRUE
"94","240.09742/3.626",0.671454897695939,0.63884315315623,0.595296074167437,0,-0.277088456870389,0.280123916016924,TRUE
"95","2,3,4,5-Tetrahydrodipicolinic Acid",0.670883113403404,0.664191380093293,0.652100634608964,23,-0.278159256034133,0.2739903889388,TRUE
"96","115.00921/1.509",0.66843519144955,0.607918557854649,0.54353418243876,-26,-0.275915723427741,0.27013685908654,TRUE
"97","240.09739/2.494",0.665577276726849,0.648090862687727,0.62821221290331,24,-0.279906544873239,0.279786872635999,TRUE
"98","N,N-Diisopropylethylamine (Dipea)",0.665362051343989,0.63885106959867,0.610999090959627,-25,-0.274888904292387,0.275220344349851,TRUE
"99","222.07935/8.032",0.66407247733246,0.641794207314178,0.616180399436956,-1,-0.277781820492218,0.271746964962108,TRUE
"100","277.189/4.43",0.662731392347071,0.645333323780902,0.619573184445336,3,-0.271233339070068,0.276325856973728,TRUE
"101","3-Methylglutarylcarnitine",0.662559174506791,0.644026918381016,0.62641902793071,25,-0.275807491041892,0.279481892640148,TRUE
"102","Acetanilide",0.661028131999271,0.633935867451492,0.579484652641655,0,-0.279285421748928,0.275536761416618,TRUE
"103","310.20058/7.979",0.660968887051944,0.636861393249767,0.606254569033056,24,-0.274956511362032,0.282753474178825,TRUE
"104","366.14307/7.082",0.660952237928762,0.645859480733667,0.627169594675431,2,-0.264801913576406,0.271667236707557,TRUE
"105","Eugenol",0.659748065768795,0.616318065032703,0.566823676586276,-1,-0.278407207264684,0.27689781343802,TRUE
"106","265.14274/7.978",0.65965639608617,0.653296445531345,0.641455877940333,25,-0.276649134987052,0.279201723739314,TRUE
"107","210.0505/3.665",0.659414497884451,0.638905441618965,0.621942761502169,25,-0.277405381629805,0.27872079794697,TRUE
"108","N-(Tert-Butoxycarbonyl)-L-Leucine",0.659341254961015,0.650835838263652,0.634918711939044,-25,-0.275710147566209,0.279978080881064,TRUE
"109","361.91948/0.878",0.658378796773209,0.601316690194121,0.537502829181145,1,-0.275791351681624,0.276797531783638,TRUE
"110","Amdoxovir",0.658267877359165,0.637729508094835,0.615749062159959,-21,-0.27889806223198,0.282500922792168,TRUE
"111","383.28864/7.663",0.656874233402787,0.631581806938876,0.597355172904818,0,-0.275059515138815,0.272095643694038,TRUE
"112","H-Met(O)-Oh",0.656339989219135,0.618620426995652,0.561969483884198,0,-0.275835723587508,0.281436821080033,TRUE
"113","196.07122/3.988",0.655287999149254,0.636475077423029,0.619685602884046,25,-0.275221333019782,0.273661755692159,TRUE
"114","157.08529/1.355",0.654978558925568,0.648076663511869,0.633732712493652,22,-0.27795556365845,0.27925004393647,TRUE
"115","566.23456/4.259",0.651778474092155,0.644688587328015,0.638853775898417,26,-0.274606825623872,0.275954462555103,TRUE
"116","Tiglylcarnitine",0.651532302454707,0.61799457272472,0.577174051258054,-1,-0.27693364660255,0.27970648544406,TRUE
"117","497.8947/0.877",0.651220958866531,0.594730494004377,0.52807122416119,1,-0.278578458688169,0.275474483908518,TRUE
"118","Acetylcarnitine",0.650534084887806,0.635440418397974,0.623362993223092,26,-0.274737747231051,0.270327868036407,TRUE
"119","2-(2-Carboxyethyl)-4-Methyl-5-Pentyl-3-Furoic Acid",0.6502454961525,0.607977571943887,0.554370524614977,-1,-0.274187344797694,0.275346516571037,TRUE
"120","236.13888/9.024",0.646620166858784,0.602594572344712,0.555638767286428,-1,-0.279312393524157,0.277049054942265,TRUE
"121","194.09195/6.011",0.646453129502247,0.60111320875498,0.542160177565743,-1,-0.272947043816919,0.273020375040629,TRUE
"122","278.17305/7.026",0.646149098096012,0.633438388065329,0.616837664072653,-23,-0.276566250647581,0.279426363611557,TRUE
"123","305.18396/7.51",0.643205986142388,0.610422668790715,0.587548214534587,0,-0.273626897362459,0.273396664817868,TRUE
"124","280.16514/6.27",0.642796867364728,0.613596865719183,0.576985343082671,-1,-0.275702623613747,0.274063518658864,TRUE
"125","2-Aminoadenosine",0.642796867364728,0.600127224420368,0.543968148382411,-1,-0.274916020785101,0.275423710431963,TRUE
"126","260.1389/7.702",0.642523147946745,0.636333222655152,0.624861967683677,19,-0.276248616438305,0.280815217528138,TRUE
"127","331.19956/3.812",0.641499801651303,0.62772013889149,0.614669010319606,25,-0.276477801057856,0.278777116224093,TRUE
"128","337.2102/9.742",0.639573885731049,0.626738822946845,0.614237657471809,-24,-0.276275107285044,0.276492014559329,TRUE
"129","250.08182/6.066",0.639194654081987,0.624973295829491,0.612909618695325,25,-0.277047653808944,0.276524399475032,TRUE
"130","565.88233/0.876",0.639089135067917,0.58726402695077,0.526926803468392,1,-0.278635174095137,0.277072935538714,TRUE
"131","Leu-Gln",0.638086701964827,0.621453674641311,0.601109446894603,-23,-0.27754696012219,0.278644292618641,TRUE
"132","170.14195/2.811",0.637768300408712,0.599845859949229,0.557688179671537,-24,-0.27565521731912,0.277677360474625,TRUE
"133","317.93055/0.861",0.636063912305285,0.596091866960808,0.547138325244069,1,-0.277647963249995,0.277950008200102,TRUE
"134","199.13216/1.628",0.635444115679735,0.622050499526736,0.600761298620723,-22,-0.280500885434075,0.271776211617269,TRUE
"135","336.11864/6.361",0.634954320898922,0.624495080730151,0.608609928795225,25,-0.277384217981413,0.278038684887566,TRUE
"136","314.13672/6.361",0.634954320898922,0.624495080730151,0.608609928795225,25,-0.277384217981413,0.278038684887566,TRUE
"137","475.90027/0.872",0.634226507069085,0.570161350778027,0.506746121833319,1,-0.281879727303766,0.27816030280033,TRUE
"138","Butyl Vanillyl Ether",0.63373365668393,0.599981377959301,0.552709154708436,0,-0.277574355447447,0.276414358922025,TRUE
"139","271.93734/0.873",0.63366971760357,0.583965761559386,0.526847877903372,1,-0.278252799194127,0.281238661777401,TRUE
"140","305.18397/7.614",0.633553574374834,0.606843837515789,0.587963489034392,0,-0.279415675879294,0.278323459926098,TRUE
"141","Ndct",0.633349481091192,0.60042575052952,0.571637184595564,0,-0.277210453869686,0.280749570586802,TRUE
"142","6-Deoxy-3-O-Methyl-Î-D-Galactopyranos",0.629234139893581,0.6161286151067,0.605560917898888,25,-0.279395323330788,0.278853741561092,TRUE
"143","Guaietolin",0.626371777623137,0.61621869397347,0.606253226372383,24,-0.275528190070297,0.27907500273922,TRUE
"144","Decanohydroxamic Acid",0.626116175009163,0.595741180214656,0.562338073640942,0,-0.279741511673743,0.271304928114503,TRUE
"145","417.87335/0.866",0.625177541254327,0.616992875215344,0.604347083728549,23,-0.274973971503653,0.27623338262603,TRUE
"146","120.0787/1.619",0.62477385942001,0.531520153743297,0.465607790264578,28,-0.283700161243425,0.273773126774833,TRUE
"147","239.12464/1.624",0.624467322389129,0.618534648805552,0.611150923411305,25,-0.278916456612829,0.277873676999018,TRUE
"148","112.06375/1.345",0.624327357405474,0.586978574348919,0.524297758952258,0,-0.28336044301486,0.279581770220409,TRUE
"149","Metirosine",0.623342154671472,0.617810718795492,0.604767848744206,22,-0.27176765240308,0.279703319582351,TRUE
"150","245.1264/6.185",0.623145795033121,0.604657163921605,0.585114766716318,-24,-0.27519022947925,0.279629634257977,TRUE
"151","252.13382/6.86",0.621409899159305,0.571325821081831,0.511173037988538,-1,-0.278540585642005,0.276618239275508,TRUE
"152","271.1421/5.311",0.620013549616313,0.603136972886021,0.591253382409499,25,-0.273522499119373,0.275520551010721,TRUE
"153","336.11861/6.266",0.619131444601909,0.593507703046106,0.578739102855602,-25,-0.278490019623202,0.277469767560234,TRUE
"154","331.1996/4.196",0.619021972445979,0.614373740222865,0.610481721830143,20,-0.277992846301038,0.274996317974044,TRUE
"155","Isocyanocyclohexane",0.615146047468971,0.579261368090395,0.553004090916482,-25,-0.270898023951855,0.262307898978787,TRUE
"156","235.14203/2.498",0.614761741316866,0.578890098253574,0.556530639580244,-25,-0.273256290288666,0.283014730597414,TRUE
"157","(E,E)-2,4-Dodecadienal",0.614392816687003,0.572480243547707,0.518116042079403,0,-0.281528551090051,0.275117780768321,TRUE
"158","Np-008952",0.613948897234011,0.577940240568042,0.52543379486342,-1,-0.281415749884876,0.274969670146811,TRUE
"159","238.0454/3.781",0.613411151639998,0.585169166740146,0.547799329319428,25,-0.275885148312435,0.275417647789067,TRUE
"160","104.02624/11.829",0.61124137627782,0.578365245580966,0.534795576793019,0,-0.271723420554901,0.269727009305187,TRUE
"161","203.9499/0.872",0.609727770586418,0.570125038490383,0.514565274125405,1,-0.277834054341925,0.275216264458625,TRUE
"162","360.21504/14.394",0.609552257921669,0.573007568414694,0.555301253803179,-25,-0.275412514440835,0.281860461421599,TRUE
"163","378.29844/8.477",0.609346090076118,0.591134392783552,0.566204313052084,-1,-0.271218591617688,0.273671536958013,TRUE
"164","254.93697/0.789",0.608097121742919,0.598575060904685,0.586880508595103,23,-0.278571067537221,0.275378977337156,TRUE
"165","Triacetonamine",0.607897939418014,0.595649775804661,0.57669948521982,27,-0.274622828613633,0.276209646047055,TRUE
"166","331.16326/6.36",0.607605594798756,0.596146842070951,0.579271290048813,25,-0.27693858985757,0.276200061492965,TRUE
"167","Loganetin",0.605936933379646,0.586411624972948,0.562242567323558,-25,-0.274394375671802,0.277872726159703,TRUE
"168","Nitrosoguvacoline",0.604770418637631,0.576119163941103,0.557365763044648,0,-0.279140455044557,0.273816210224274,TRUE
"169","306.2172/11.625",0.603629897346689,0.549939533513131,0.493896454507296,0,-0.27374726650603,0.275620390253676,TRUE
"170","280.06156/7.912",0.60193458070091,0.566481673976454,0.525821599032037,-1,-0.274530012311808,0.272673613871582,TRUE
"171","220.13116/5.481",0.601404772421801,0.571141975122059,0.543195395658252,-23,-0.279054893409563,0.28045769261022,TRUE
"172","296.16015/7.585",0.601179819312115,0.557383822086901,0.509864486671465,-1,-0.281137478758106,0.280179685038666,TRUE
"173","5-(1e)-3-Hydroxy-3-Methylbut-1-En-1-Yl-2-Methylcyclohex-5-Ene-1,2,4-Triol",0.600251833998024,0.55703493484723,0.513529188806155,-1,-0.272662963019951,0.274510522955769,TRUE
"174","12-Aminododecanoic Acid",0.599199872542924,0.560454777155362,0.510714176987089,0,-0.278263719196812,0.278602356431984,TRUE
"175","287.17333/4.104",0.598954176760826,0.58839496725104,0.58128183690197,25,-0.273553450470317,0.272186962404175,TRUE
"176","177.0921/7.494",0.59812270828685,0.558912565455778,0.523106441531672,-25,-0.273925387387929,0.275232541413507,TRUE
"177","240.06102/2.952",0.597616621998383,0.563988769463624,0.534304527566047,25,-0.276688488153373,0.278740978995177,TRUE
"178","(3s)-3-(2e)-4-Carboxy-2-Butenoyloxy-4-(Trimethylammonio)Butanoate",0.596079856952172,0.576039208478717,0.553910509882635,25,-0.276946507807328,0.2767346090964,TRUE
"179","Guanadrel",0.595761084311014,0.576314996506944,0.54683740952507,-24,-0.280639048300604,0.277943926996724,TRUE
"180","331.16326/6.271",0.595375630977361,0.575858941738782,0.560701035659567,-25,-0.273812174151328,0.275681123722973,TRUE
"181","Acetyl-L-Carnitine",0.595328102897356,0.565383807451107,0.51788982627354,0,-0.276069196866681,0.279228425150619,TRUE
"182","Np-001422",0.594985946510073,0.57518590872839,0.544139153773289,0,-0.277283632085181,0.279665631316367,TRUE
"183","240.09738/2.39",0.594358110928176,0.573671397193328,0.557084063714672,25,-0.271371990651018,0.278436396646083,TRUE
"184","Gingerdione",0.593479889503713,0.540932606587293,0.496782179822919,-21,-0.278970191381503,0.272921348405179,TRUE
"185","Kynurenine",0.593174399335888,0.549229838378102,0.483800559315085,-1,-0.273961738139563,0.272895163856594,TRUE
"186","Valpromide",0.592699721473817,0.538602824388923,0.464462409423599,-25,-0.272793978114353,0.269558896920419,TRUE
"187","349.88571/0.864",0.590477597381652,0.57967282111942,0.563608580697968,23,-0.272255743142344,0.273823930294769,TRUE
"188","589.21641/8.794",0.590273792755391,0.566717002991596,0.530783956245122,0,-0.276770788698095,0.272746532153725,TRUE
"189","555.85351/0.881",0.58937469613481,0.533660721185046,0.476105958678897,2,-0.278556669802445,0.275938183127816,TRUE
"190","2-Amino-4-Hydroxy-7,8-Dihydro-6-Pteridinecarboxamide",0.587969152541612,0.568696313272941,0.545029088403136,25,-0.274303833933783,0.274804976041673,TRUE
"191","213.91044/0.817",0.587860966525017,0.575535263015445,0.565074199214262,23,-0.278034685067777,0.275811132241325,TRUE
"192","220.10761/5.088",0.587504471639808,0.55893473357906,0.516471708492221,-25,-0.271772773219927,0.265389042607805,TRUE
"193","271.14209/5.438",0.587271916548424,0.569270998121866,0.54489062119793,25,-0.277099162599565,0.279654303449338,TRUE
"194","N-Acetyl-L-Aspartic Acid",0.586996886119489,0.572465974030067,0.55714740094859,-7,-0.273725500773376,0.273404668830909,TRUE
"195","259.14204/4.341",0.585991279009915,0.570625976156161,0.554617410844001,25,-0.273940117769262,0.276695355589233,TRUE
"196","368.9176/0.787",0.583485552891314,0.55709288009579,0.526442460337347,21,-0.274794634005529,0.276924052858479,TRUE
"197","278.11315/3.65",0.582561960317859,0.558715110364336,0.526736822359088,23,-0.273004133841302,0.271372470458458,TRUE
"198","366.16572/9.494",0.5823092218058,0.550563794539968,0.530092681356083,-25,-0.275371555710328,0.274221666894409,TRUE
"199","304.09239/5.873",0.581668711552292,0.558726289487904,0.529316692168906,-25,-0.276534957236123,0.275335317420388,TRUE
"200","253.14027/2.811",0.581189596477867,0.562792073226646,0.541600786446528,-23,-0.277629329990765,0.278559100559736,TRUE
"201","210.06172/1.345",0.577264012170016,0.565609007469576,0.560715699949931,21,-0.274367462861858,0.27265400187697,TRUE
"202","286.14177/5.941",0.576824946157885,0.543193997455467,0.510337748417129,-27,-0.269844330808218,0.269584527173654,TRUE
"203","327.16835/6.126",0.576229975105277,0.551809689954971,0.534450139692579,25,-0.273915669254951,0.278112407437069,TRUE
"204","Metipranolol",0.576227934005735,0.532880833468824,0.511962644250317,-24,-0.276782246959707,0.273049133275828,TRUE
"205","335.84497/0.894",0.575946819954288,0.533059441066231,0.501057537456856,-25,-0.275195186271688,0.273623594129072,TRUE
"206","Adenosine",0.575789172360423,0.53427123599019,0.479078179674689,0,-0.273308048881527,0.274938627193368,TRUE
"207","326.17091/5.877",0.575704849414074,0.562527093404146,0.555398271145525,-25,-0.274014753517794,0.2781998361686,TRUE
"208","277.15264/4.842",0.575034713402668,0.568529111646763,0.555709309771806,25,-0.277967200989374,0.276506352052912,TRUE
"209","250.04542/6.057",0.575011992390714,0.563378558080694,0.55272042621027,2,-0.270632185879924,0.273773081731608,TRUE
"210","3-Methylbutanoic Acid",0.574656847038681,0.506075209317438,0.464878303062639,28,-0.281164029574511,0.276570194049571,TRUE
"211","N-Undecanoylglycine",0.572303028289888,0.533408261666741,0.508376065780771,-25,-0.275417716999301,0.274726904674169,TRUE
"212","240.09743/5.292",0.572037457587586,0.526032945129389,0.479663544281925,0,-0.280266728046183,0.274908588920636,TRUE
"213","411.2009/7.08",0.571592096139601,0.556538818952731,0.536753330492012,3,-0.266062806299275,0.27216811570409,TRUE
"214","C8-Hsl",0.571177736923243,0.558197859153874,0.552830073760385,3,-0.27519807441806,0.273554282082182,TRUE
"215","242.11548/6.994",0.570152143255279,0.540278273692579,0.519405401382415,2,-0.27137150657362,0.272000913205458,TRUE
"216","282.08706/3.634",0.570004471273119,0.561249531966914,0.54591597942618,24,-0.274516513407928,0.281482765332438,TRUE
"217","286.14172/4.196",0.568417266085274,0.519743321080528,0.480801372737478,-25,-0.274213831670472,0.273447427468789,TRUE
"218","234.1468/4.701",0.566262825227242,0.541200869371097,0.52243462339264,-1,-0.275890293389075,0.271260675045748,TRUE
"219","Formiminoglutamic Acid",0.565856811043351,0.54465695199156,0.51809551956781,25,-0.274914189237192,0.269428604021248,TRUE
"220","333.17888/8.28",0.565451250024618,0.542153416361774,0.523455029863134,-20,-0.273967223401893,0.275589273911006,TRUE
"221","326.13421/8.621",0.565386719109226,0.521371257876969,0.494320049565898,-18,-0.277597104844263,0.277640407204749,TRUE
"222","Lorbamate",0.565310526332215,0.515546614703459,0.486610354922682,-20,-0.277338772260947,0.278930732757335,TRUE
"223","268.12874/4.047",0.564395964938272,0.530558324191839,0.489963330517105,0,-0.274106156471722,0.275691876189017,TRUE
"224","249.94296/0.852",0.56353280459751,0.52395431094062,0.485852624005619,1,-0.276358291257047,0.276850511339771,TRUE
